Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,Unnamed: 8
AVA,Avista Corporation,47.03,$3.14B,,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/ava,
EQH,"AXA Equitable Holdings, Inc.",23.59,$15.2B,2018.0,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/eqh,
AXTA,Axalta Coating Systems Ltd.,29.0,$6.8B,2014.0,Basic Industries,Paints/Coatings,https://old.nasdaq.com/symbol/axta,
AXS,Axis Capital Holdings Limited,58.93,$4.95B,2003.0,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/axs,
AX,"Axos Financial, Inc.",28.96,$1.77B,2018.0,Finance,Savings Institutions,https://old.nasdaq.com/symbol/ax,
AXO,"Axos Financial, Inc.",26.03,,2018.0,Finance,Savings Institutions,https://old.nasdaq.com/symbol/axo,
AZUL,Azul S.A.,36.21,$4.12B,2017.0,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/azul,
AZRE,Azure Power Global Limited,13.02,$534.95M,2016.0,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/azre,
AZZ,AZZ Inc.,37.24,$973.9M,,Consumer Durables,Building Products,https://old.nasdaq.com/symbol/azz,
BGS,"B&G Foods, Inc.",16.28,$1.04B,,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/bgs,
BW,Babcock,4.02,$186.29M,2015.0,Capital Goods,Building Products,https://old.nasdaq.com/symbol/bw,
BGH,Babson Global Short Duration High Yield Fund,17.03,$341.59M,2012.0,,,https://old.nasdaq.com/symbol/bgh,
BMI,"Badger Meter, Inc.",58.87,$1.71B,,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/bmi,
BCSF,"Bain Capital Specialty Finance, Inc.",18.96,$979.28M,2018.0,,,https://old.nasdaq.com/symbol/bcsf,
BKR,Baker Hughes Company,22.17,$22.78B,2017.0,Energy,Metal Fabrications,https://old.nasdaq.com/symbol/bkr,
BBN,BalckRock Taxable Municipal Bond Trust,23.44,$1.34B,2010.0,,,https://old.nasdaq.com/symbol/bbn,
BLL,Ball Corporation,67.59,$22.11B,,Consumer Durables,Containers/Packaging,https://old.nasdaq.com/symbol/bll,
BANC,"Banc of California, Inc.",14.66,$745.96M,,Finance,Major Banks,https://old.nasdaq.com/symbol/banc,
BBAR,Banco BBVA Argentina S.A.,3.1,$633.08M,,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bbar,
BBVA,Banco Bilbao Viscaya Argentaria S.A.,5.25,$35.01B,,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bbva,
BBD,Banco Bradesco Sa,7.86,$63.13B,,Finance,Major Banks,https://old.nasdaq.com/symbol/bbd,
BBDO,Banco Bradesco Sa,7.43,$59.68B,,Finance,Major Banks,https://old.nasdaq.com/symbol/bbdo,
BCH,Banco De Chile,23.74,$11.99B,,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bch,
BLX,"Banco Latinoamericano de Comercio Exterior, S.A.",21.9,$867.28M,1992.0,Finance,Commercial Banks,https://old.nasdaq.com/symbol/blx,
BSBR,Banco Santander Brasil SA,10.81,$80.72B,2009.0,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bsbr,
BSAC,Banco Santander Chile,24.63,$11.6B,,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bsac,
BSMX,"Banco Santander Mexico, S.A., Institucion de Ban",6.44,$8.74B,2012.0,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bsmx,
SAN,"Banco Santander, S.A.",3.88,$64.48B,,Finance,Commercial Banks,https://old.nasdaq.com/symbol/san,
CIB,BanColombia S.A.,51.3,$12.34B,,Finance,Commercial Banks,https://old.nasdaq.com/symbol/cib,
BXS,BancorpSouth Bank,31.07,$3.26B,,,,https://old.nasdaq.com/symbol/bxs,
BAC,Bank of America Corporation,32.96,$296.48B,,Finance,Major Banks,https://old.nasdaq.com/symbol/bac,
BOH,Bank of Hawaii Corporation,89.03,$3.58B,,Finance,Major Banks,https://old.nasdaq.com/symbol/boh,
BMO,Bank Of Montreal,76.73,$49.04B,,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bmo,
NTB,Bank of N.T. Butterfield & Son Limited (The),33.58,$1.81B,2016.0,Finance,Commercial Banks,https://old.nasdaq.com/symbol/ntb,
BK,Bank Of New York Mellon Corporation (The),48.73,$44.94B,,Finance,Major Banks,https://old.nasdaq.com/symbol/bk,
BNS,Bank of Nova Scotia (The),57.75,$70.22B,,Finance,Major Banks,https://old.nasdaq.com/symbol/bns,
BKU,"BankUnited, Inc.",34.45,$3.27B,2011.0,Finance,Savings Institutions,https://old.nasdaq.com/symbol/bku,
BCS,Barclays PLC,8.79,$37.95B,,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bcs,
BBDC,"Barings BDC, Inc.",10.3,$507.64M,,,,https://old.nasdaq.com/symbol/bbdc,
MCI,Barings Corporate Investors,17.06,$344.48M,,,,https://old.nasdaq.com/symbol/mci,
MPV,Barings Participation Investors,16.86,$178.26M,1988.0,Consumer Services,Miscellaneous,https://old.nasdaq.com/symbol/mpv,
BNED,"Barnes & Noble Education, Inc",4.72,$224.71M,2015.0,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/bned,
B,"Barnes Group, Inc.",59.0,$2.99B,,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/b,
GOLD,Barrick Gold Corporation,16.89,$30.03B,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/gold,
BHC,Bausch Health Companies Inc.,28.4,$9.93B,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/bhc,
BAX,Baxter International Inc.,81.12,$41.42B,,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/bax,
BTE,Baytex Energy Corp,1.16,$647.25M,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/bte,
BCE,"BCE, Inc.",48.77,$44.07B,,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/bce,
BZH,"Beazer Homes USA, Inc.",15.7,$485.99M,1994.0,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/bzh,
BDX,"Becton, Dickinson and Company",243.51,$65.74B,,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/bdx,
BDC,Belden Inc,52.58,$2.39B,,Basic Industries,Telecommunications Equipment,https://old.nasdaq.com/symbol/bdc,
BRBR,"BellRing Brands, Inc.",19.24,$659.66M,2019.0,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/brbr,
BHE,"Benchmark Electronics, Inc.",33.65,$1.24B,,Technology,Electrical Products,https://old.nasdaq.com/symbol/bhe,
BHLB,"Berkshire Hills Bancorp, Inc.",31.74,$1.59B,,Finance,Banks,https://old.nasdaq.com/symbol/bhlb,
BERY,"Berry Global Group, Inc.",41.31,$5.46B,2012.0,Consumer Non-Durables,Plastic Products,https://old.nasdaq.com/symbol/bery,
BBY,"Best Buy Co., Inc.",77.29,$20.37B,,Consumer Services,Consumer Electronics/Video Chains,https://old.nasdaq.com/symbol/bby,
BEST,BEST Inc.,5.8,$2.25B,2017.0,Transportation,Trucking Freight/Courier Services,https://old.nasdaq.com/symbol/best,
BGSF,BG Staffing Inc,20.69,$211.91M,,Technology,Professional Services,https://old.nasdaq.com/symbol/bgsf,
BHP,BHP Group Limited,50.65,$128.09B,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/bhp,
BBL,BHP Group Plc,43.7,$110.49B,,Energy,Coal Mining,https://old.nasdaq.com/symbol/bbl,
BIG,"Big Lots, Inc.",20.68,$806.84M,,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/big,
BH,Biglari Holdings Inc.,107.3,$244.16M,2018.0,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/bh,
BHVN,Biohaven Pharmaceutical Holding Company Ltd.,51.59,$2.7B,2017.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/bhvn,
BIO,"Bio-Rad Laboratories, Inc.",358.28,$10.73B,,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/bio,
BJ,"BJ&#39;s Wholesale Club Holdings, Inc.",27.25,$3.73B,2018.0,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/bj,
BKH,Black Hills Corporation,76.13,$4.68B,,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/bkh,
BKI,"Black Knight, Inc.",60.29,$9.02B,2017.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/bki,
BSM,"Black Stone Minerals, L.P.",12.07,$2.49B,2015.0,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/bsm,
BB,BlackBerry Limited,5.29,$2.9B,,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/bb,
BGIO,BlackRock 2022 Global Income Opportunity Trust,9.67,$213.99M,2017.0,,,https://old.nasdaq.com/symbol/bgio,
BFZ,BlackRock California Municipal Income Trust,13.4,$427.5M,2001.0,,,https://old.nasdaq.com/symbol/bfz,
CII,Blackrock Capital and Income Strategies Fund Inc,16.68,$735.94M,2004.0,,,https://old.nasdaq.com/symbol/cii,
BHK,Blackrock Core Bond Trust,14.4,$776.67M,2001.0,,,https://old.nasdaq.com/symbol/bhk,
HYT,"Blackrock Corporate High Yield Fund, Inc.",11.05,$1.35B,2003.0,,,https://old.nasdaq.com/symbol/hyt,
BTZ,BlackRock Credit Allocation Income Trust,13.66,$1.42B,2006.0,,,https://old.nasdaq.com/symbol/btz,
DSU,"Blackrock Debt Strategies Fund, Inc.",10.77,$535.24M,1998.0,,,https://old.nasdaq.com/symbol/dsu,
BGR,BlackRock Energy and Resources Trust,11.21,$334.34M,2004.0,,,https://old.nasdaq.com/symbol/bgr,
BDJ,Blackrock Enhanced Equity Dividend Trust,9.5,$1.78B,2005.0,,,https://old.nasdaq.com/symbol/bdj,
EGF,"Blackrock Enhanced Government Fund, Inc",12.99,$68.34M,2005.0,,,https://old.nasdaq.com/symbol/egf,
FRA,Blackrock Floating Rate Income Strategies Fund Inc,12.82,$468.91M,2003.0,,,https://old.nasdaq.com/symbol/fra,
BFO,Blackrock Florida Municipal 2020 Term Trust,14.56,$80.76M,2003.0,,,https://old.nasdaq.com/symbol/bfo,
BGT,Blackrock Global,12.48,$289.59M,2004.0,,,https://old.nasdaq.com/symbol/bgt,
BOE,Blackrock Global,10.63,$713.12M,2005.0,,,https://old.nasdaq.com/symbol/boe,
BME,Blackrock Health Sciences Trust,39.79,$417.49M,2005.0,,,https://old.nasdaq.com/symbol/bme,
BAF,BlackRock Income Investment Quality Trust,14.28,$124.94M,2002.0,,,https://old.nasdaq.com/symbol/baf,
BKT,BlackRock Income Trust Inc. (The),6.05,$385.97M,,,,https://old.nasdaq.com/symbol/bkt,
BGY,"BLACKROCK INTERNATIONAL, LTD.",5.54,$594.32M,2007.0,,,https://old.nasdaq.com/symbol/bgy,
BKN,BlackRock Investment Quality Municipal Trust Inc. (The),15.47,$265.87M,1993.0,,,https://old.nasdaq.com/symbol/bkn,
BTA,BlackRock Long-Term Municipal Advantage Trust,12.55,$168.45M,2006.0,,,https://old.nasdaq.com/symbol/bta,
BZM,BlackRock Maryland Municipal Bond Trust,14.43,$30.04M,2002.0,,,https://old.nasdaq.com/symbol/bzm,
MHE,BlackRock Massachusetts Tax-Exempt Trust,13.25,$31.42M,1993.0,,,https://old.nasdaq.com/symbol/mhe,
BIT,BlackRock Multi-Sector Income Trust,17.16,$644.15M,2013.0,,,https://old.nasdaq.com/symbol/bit,
MUI,Blackrock Muni Intermediate Duration Fund Inc,14.11,$540.36M,2003.0,,,https://old.nasdaq.com/symbol/mui,
MUA,"Blackrock MuniAssets Fund, Inc.",15.85,$571.11M,1993.0,,,https://old.nasdaq.com/symbol/mua,
BKK,Blackrock Municipal 2020 Term Trust,15.03,$304.16M,2003.0,,,https://old.nasdaq.com/symbol/bkk,
BBK,Blackrock Municipal Bond Trust,15.47,$162.79M,2002.0,,,https://old.nasdaq.com/symbol/bbk,
BBF,BlackRock Municipal Income Investment Trust,13.8979,$142.19M,,,,https://old.nasdaq.com/symbol/bbf,
BYM,Blackrock Municipal Income Quality Trust,13.8613,$366.03M,2002.0,,,https://old.nasdaq.com/symbol/bym,
BFK,BlackRock Municipal Income Trust,13.89,$622.71M,,,,https://old.nasdaq.com/symbol/bfk,
BLE,BlackRock Municipal Income Trust II,15.07,$354.6M,2002.0,,,https://old.nasdaq.com/symbol/ble,
BTT,BlackRock Municipal Target Term Trust Inc. (The),23.5,$1.66B,2012.0,,,https://old.nasdaq.com/symbol/btt,
MEN,"Blackrock MuniEnhanced Fund, Inc.",11.18,$331.84M,1989.0,,,https://old.nasdaq.com/symbol/men,
MUC,"Blackrock MuniHoldings California Quality Fund,  Inc.",13.93,$571.16M,1998.0,,,https://old.nasdaq.com/symbol/muc,
MUH,"Blackrock MuniHoldings Fund II, Inc.",14.89,$168.8M,1998.0,,,https://old.nasdaq.com/symbol/muh,
MHD,"Blackrock MuniHoldings Fund, Inc.",16.79,$238.27M,1997.0,,,https://old.nasdaq.com/symbol/mhd,
MFL,Blackrock MuniHoldings Investment Quality Fund,13.13,$497.58M,1997.0,,,https://old.nasdaq.com/symbol/mfl,
MUJ,"Blackrock MuniHoldings New Jersey Insured Fund, Inc.",14.13,$426.07M,1998.0,,,https://old.nasdaq.com/symbol/muj,
MHN,"Blackrock MuniHoldings New York Quality Fund, Inc.",13.41,$417.48M,1997.0,,,https://old.nasdaq.com/symbol/mhn,
MUE,"Blackrock MuniHoldings Quality Fund II, Inc.",12.68,$285.56M,,,,https://old.nasdaq.com/symbol/mue,
MUS,"Blackrock MuniHoldings Quality Fund, Inc.",12.42,$161.69M,1998.0,,,https://old.nasdaq.com/symbol/mus,
MVT,"Blackrock MuniVest Fund II, Inc.",14.48,$308.78M,1993.0,,,https://old.nasdaq.com/symbol/mvt,
MYC,"Blackrock MuniYield California Fund, Inc.",13.93,$298.37M,1992.0,,,https://old.nasdaq.com/symbol/myc,
MCA,"Blackrock MuniYield California Insured Fund, Inc.",14.12,$485.81M,1992.0,,,https://old.nasdaq.com/symbol/mca,
MYD,"Blackrock MuniYield Fund, Inc.",14.58,$683.67M,1991.0,,,https://old.nasdaq.com/symbol/myd,
MYF,Blackrock MuniYield Investment Fund,14.18,$194.44M,1992.0,,,https://old.nasdaq.com/symbol/myf,
MFT,Blackrock MuniYield Investment QualityFund,13.26,$112.42M,1992.0,,,https://old.nasdaq.com/symbol/mft,
MIY,"Blackrock MuniYield Michigan Quality Fund, Inc.",13.9,$411.14M,1992.0,,,https://old.nasdaq.com/symbol/miy,
MYJ,"Blackrock MuniYield New Jersey Fund, Inc.",15.18,$366.72M,1992.0,,,https://old.nasdaq.com/symbol/myj,
MYN,"Blackrock MuniYield New York Quality Fund, Inc.",12.8186,$507.44M,1992.0,,,https://old.nasdaq.com/symbol/myn,
MPA,Blackrock MuniYield Pennsylvania Quality Fund,14.0378,$187.32M,1992.0,,,https://old.nasdaq.com/symbol/mpa,
MQT,"Blackrock MuniYield Quality Fund II, Inc.",12.8186,$289.16M,1992.0,,,https://old.nasdaq.com/symbol/mqt,
MYI,"Blackrock MuniYield Quality Fund III, Inc.",13.28,$905.04M,,,,https://old.nasdaq.com/symbol/myi,
MQY,"Blackrock MuniYield Quality Fund, Inc.",15.07,$462.83M,1992.0,,,https://old.nasdaq.com/symbol/mqy,
BNY,BlackRock New York Investment Quality Municipal Trust Inc. (Th,13.83,$179.46M,,,,https://old.nasdaq.com/symbol/bny,
BSE,Blackrock New York Municipal Income Quality Trust,13.64,$88.93M,2002.0,,,https://old.nasdaq.com/symbol/bse,
BFY,BlackRock New York Municipal Income Trust II,14.3,$71.58M,2002.0,,,https://old.nasdaq.com/symbol/bfy,
BCX,BlackRock Resources,7.61,$707.55M,2011.0,,,https://old.nasdaq.com/symbol/bcx,
BST,BlackRock Science and Technology Trust,33.25,$747.19M,2014.0,,,https://old.nasdaq.com/symbol/bst,
BSTZ,BlackRock Science and Technology Trust II,19.99,$1.4B,2019.0,,,https://old.nasdaq.com/symbol/bstz,
BSD,BlackRock Strategic Municipal Trust Inc. (The),14.18,$103.63M,1999.0,,,https://old.nasdaq.com/symbol/bsd,
BUI,"BlackRock Utility, Infrastructure & Power Opportun",21.75,$370.73M,2011.0,,,https://old.nasdaq.com/symbol/bui,
BHV,BlackRock Virginia Municipal Bond Trust,16.0908,$25.84M,2002.0,,,https://old.nasdaq.com/symbol/bhv,
BLK,"BlackRock, Inc.",491.74,$76.32B,1999.0,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/blk,
BGB,Blackstone / GSO Strategic Credit Fund,14.05,$627.53M,2012.0,,,https://old.nasdaq.com/symbol/bgb,
BGX,Blackstone GSO Long Short Credit Income Fund,15.39,$195.5M,2011.0,,,https://old.nasdaq.com/symbol/bgx,
BSL,Blackstone GSO Senior Floating Rate Term Fund,16.29,$248.85M,2010.0,,,https://old.nasdaq.com/symbol/bsl,
BE,Bloom Energy Corporation,6.63,$771.34M,2018.0,Energy,Industrial Machinery/Components,https://old.nasdaq.com/symbol/be,
APRN,"Blue Apron Holdings, Inc.",7.6,$100.11M,2017.0,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/aprn,
BXG,Bluegreen Vacations Corporation,9.48,$705.75M,2017.0,Finance,Real Estate,https://old.nasdaq.com/symbol/bxg,
BXC,BlueLinx Holdings Inc.,13.57,$127.08M,2004.0,Capital Goods,Wholesale Distributors,https://old.nasdaq.com/symbol/bxc,
DCF,BNY Mellon Alcentra Global Credit Income 2024 Target Term Fund,9.09,$136M,2017.0,,,https://old.nasdaq.com/symbol/dcf,
DHF,BNY Mellon High Yield Strategies Fund,3.04,$221.03M,1998.0,,,https://old.nasdaq.com/symbol/dhf,
DMB,"BNY Mellon Municipal Bond Infrastructure Fund, Inc",14.24,$261.76M,2013.0,,,https://old.nasdaq.com/symbol/dmb,
DSM,"BNY Mellon Strategic Municipal Bond Fund, Inc.",8.42,$415.69M,1989.0,,,https://old.nasdaq.com/symbol/dsm,
LEO,"BNY Mellon Strategic Municipals, Inc.",8.46,$526.17M,1987.0,,,https://old.nasdaq.com/symbol/leo,
BA,Boeing Company (The),369.46,$207.93B,,Capital Goods,Aerospace,https://old.nasdaq.com/symbol/ba,
BCC,"Boise Cascade, L.L.C.",37.73,$1.47B,2013.0,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/bcc,
BCEI,"Bonanza Creek Energy, Inc.",18.15,$374.52M,2017.0,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/bcei,
BOOT,"Boot Barn Holdings, Inc.",43.78,$1.25B,2014.0,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/boot,
BAH,Booz Allen Hamilton Holding Corporation,73.94,$10.38B,2010.0,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/bah,
BWA,BorgWarner Inc.,43.76,$9.04B,,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/bwa,
BORR,Borr Drilling Limited,6.35,$703.7M,2019.0,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/borr,
SAM,"Boston Beer Company, Inc. (The)",367.34,$4.42B,,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/sam,
BXP,"Boston Properties, Inc.",138.7,$21.45B,1997.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/bxp,
BSX,Boston Scientific Corporation,42.29,$58.94B,,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/bsx,
BOX,"Box, Inc.",15.99,$2.36B,2015.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/box,
BYD,Boyd Gaming Corporation,30.11,$3.35B,1993.0,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/byd,
BPMP,BP Midstream Partners LP,15.01,$1.57B,2017.0,Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/bpmp,
BP,BP p.l.c.,39.06,$132.31B,,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/bp,
BPT,BP Prudhoe Bay Royalty Trust,6.57,$140.6M,,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/bpt,
BRC,Brady Corporation,54.84,$2.91B,,Consumer Durables,Miscellaneous manufacturing industries,https://old.nasdaq.com/symbol/brc,
BHR,Braemar Hotels & Resorts Inc.,9.7,$318.99M,2013.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/bhr,
BDN,Brandywine Realty Trust,15.31,$2.7B,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/bdn,
BWG,BrandywineGLOBAL Global Income Opportunities Fund ,12.35,$259.22M,2012.0,,,https://old.nasdaq.com/symbol/bwg,
LND,Brasilagro Cia Brasileira De Propriedades Agricolas,4.0,$215.21M,,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/lnd,
BAK,Braskem S.A.,13.43,$5.34B,,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/bak,
BRFS,BRF S.A.,7.88,$6.4B,,Consumer Non-Durables,Meat/Poultry/Fish,https://old.nasdaq.com/symbol/brfs,
MNRL,"Brigham Minerals, Inc.",19.41,$985.54M,2019.0,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/mnrl,
BFAM,Bright Horizons Family Solutions Inc.,151.34,$8.81B,2013.0,Miscellaneous,Other Consumer Services,https://old.nasdaq.com/symbol/bfam,
BEDU,Bright Scholar Education Holdings Limited,8.91,$1.1B,2017.0,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/bedu,
BSA,BrightSphere Investment Group Inc.,24.779,,2016.0,Finance,Investment Managers,https://old.nasdaq.com/symbol/bsa,
BSIG,BrightSphere Investment Group Inc.,9.61,$871.92M,2014.0,Finance,Investment Managers,https://old.nasdaq.com/symbol/bsig,
BV,"BrightView Holdings, Inc.",18.78,$1.97B,2018.0,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/bv,
EAT,"Brinker International, Inc.",45.46,$1.7B,,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/eat,
BCO,Brink&#39;s Company (The),89.5,$4.48B,,Transportation,Oil Refining/Marketing,https://old.nasdaq.com/symbol/bco,
BMY,Bristol-Myers Squibb Company,57.65,$93.93B,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/bmy,
BTI,British American Tobacco p.l.c.,37.24,$85.42B,,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/bti,
BRX,Brixmor Property Group Inc.,22.71,$6.76B,2013.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/brx,
BRMK,Broadmark Realty Capital Inc.,10.93,,2019.0,,,https://old.nasdaq.com/symbol/brmk,
BR,"Broadridge Financial Solutions, Inc.",120.59,$13.83B,,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/br,
BKD,Brookdale Senior Living Inc.,7.03,$1.3B,2005.0,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/bkd,
