Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,Unnamed: 8
STOR,STORE Capital Corporation,40.17,$9.43B,2014.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/stor,
GJH,STRATS Trust,10.155,,,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/gjh,
GJO,STRATS Trust,24.0,,,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/gjo,
GJS,STRATS Trust,20.378,,,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/gjs,
SYK,Stryker Corporation,205.06,$76.77B,,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/syk,
MSC,Studio City International Holdings Limited,19.2,$1.51B,2018.0,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/msc,
RGR,"Sturm, Ruger & Company, Inc.",45.8,$798.79M,,Capital Goods,Ordnance And Accessories,https://old.nasdaq.com/symbol/rgr,
SPH,"Suburban Propane Partners, L.P.",22.68,$1.4B,1996.0,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/sph,
SMFG,Sumitomo Mitsui Financial Group Inc,7.28,$49.85B,,Finance,Commercial Banks,https://old.nasdaq.com/symbol/smfg,
INN,"Summit Hotel Properties, Inc.",12.06,$1.27B,2011.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/inn,
SUM,"Summit Materials, Inc.",23.67,$2.66B,2015.0,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/sum,
SMLP,"Summit Midstream Partners, LP",3.83,$316.93M,2012.0,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/smlp,
SUI,"Sun Communities, Inc.",161.46,$14.96B,1993.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/sui,
SLF,Sun Life Financial Inc.,46.1,$27.09B,,Finance,Life Insurance,https://old.nasdaq.com/symbol/slf,
SXC,"SunCoke Energy, Inc.",4.84,$419.9M,2011.0,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/sxc,
SU,Suncor Energy  Inc.,31.83,$49.1B,,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/su,
STG,Sunlands Technology Group,2.55,$435.01M,2018.0,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/stg,
NOVA,Sunnova Energy International Inc.,10.62,$891.88M,2019.0,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/nova,
SUN,Sunoco LP,31.52,$2.61B,2012.0,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/sun,
SHO,"Sunstone Hotel Investors, Inc.",13.97,$3.14B,2004.0,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/sho,
SUP,"Superior Industries International, Inc.",2.96,$74.38M,,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/sup,
SUZ,Suzano S.A.,8.94,$12.06B,2018.0,Basic Industries,Paper,https://old.nasdaq.com/symbol/suz,
SWZ,"Swiss Helvetia Fund, Inc. (The)",8.14,$107.99M,,,,https://old.nasdaq.com/symbol/swz,
SWCH,"Switch, Inc.",15.88,$3.84B,2017.0,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/swch,
SBE,Switchback Energy Acquisition Corporation,9.79,$384.4M,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/sbe,
SYF,Synchrony Financial,37.11,$23.98B,2014.0,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/syf,
SNX,Synnex Corporation,119.09,$6.08B,2003.0,Technology,Retail: Computer Software & Peripheral Equipment,https://old.nasdaq.com/symbol/snx,
SNV,Synovus Financial Corp.,37.74,$5.57B,,Finance,Major Banks,https://old.nasdaq.com/symbol/snv,
GJP,"Synthetic Fixed-Income Securities, Inc.",22.28,,,,,https://old.nasdaq.com/symbol/gjp,
GJR,"Synthetic Fixed-Income Securities, Inc.",22.38,,,,,https://old.nasdaq.com/symbol/gjr,
GJT,"Synthetic Fixed-Income Securities, Inc.",20.44,,,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/gjt,
SYY,Sysco Corporation,80.7,$41.18B,,Consumer Non-Durables,Food Distributors,https://old.nasdaq.com/symbol/syy,
SYX,Systemax Inc.,22.08,$828.69M,,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/syx,
TWN,"Taiwan Fund, Inc. (The)",20.52,$157.58M,1986.0,,,https://old.nasdaq.com/symbol/twn,
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,53.42,$277.04B,1997.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/tsm,
TAK,Takeda Pharmaceutical Company Limited,20.64,$64.3B,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/tak,
TAL,TAL Education Group,44.34,$26.22B,,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/tal,
TALO,"Talos Energy, Inc.",23.46,$1.27B,2018.0,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/talo,
SKT,"Tanger Factory Outlet Centers, Inc.",16.29,$1.51B,1993.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/skt,
TPR,"Tapestry, Inc.",26.94,$7.43B,,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/tpr,
TRGP,"Targa Resources, Inc.",39.03,$9.09B,2010.0,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/trgp,
TGT,Target Corporation,111.96,$57.2B,,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/tgt,
TARO,Taro Pharmaceutical Industries Ltd.,91.25,$3.52B,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/taro,
TTM,Tata Motors Ltd,11.83,$8.03B,,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/ttm,
TCO,"Taubman Centers, Inc.",34.78,$2.13B,1992.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/tco,
TMHC,Taylor Morrison Home Corporation,23.08,$2.44B,2013.0,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/tmhc,
TRP,TC Energy Corporation,51.44,$48.07B,,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/trp,
TCP,"TC PipeLines, LP",39.65,$2.83B,,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/tcp,
TSI,"TCW Strategic Income Fund, Inc.",5.84,$278.49M,,,,https://old.nasdaq.com/symbol/tsi,
TEL,TE Connectivity Ltd.,92.45,$30.92B,,Technology,Electronic Components,https://old.nasdaq.com/symbol/tel,
TISI,"Team, Inc.",16.52,$500.44M,,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/tisi,
FTI,TechnipFMC plc,19.52,$8.73B,,Energy,Metal Fabrications,https://old.nasdaq.com/symbol/fti,
TECK,Teck Resources Ltd,16.02,$8.75B,,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/teck,
TK,Teekay Corporation,5.17,$521.06M,,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/tk,
TGP,Teekay LNG Partners L.P.,15.74,$1.23B,2005.0,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/tgp,
TNK,Teekay Tankers Ltd.,2.34,$629.46M,2007.0,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/tnk,
TGNA,TEGNA Inc.,15.31,$3.32B,,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/tgna,
TRC,Tejon Ranch Co,15.91,$413.04M,,Finance,Real Estate,https://old.nasdaq.com/symbol/trc,
HQH,Tekla Healthcare Investors,19.95,$851.39M,1987.0,,,https://old.nasdaq.com/symbol/hqh,
THQ,Tekla Healthcare Opportunies Fund,18.2,$754.62M,2014.0,,,https://old.nasdaq.com/symbol/thq,
HQL,Tekla Life Sciences Investors,16.58,$383.75M,1992.0,,,https://old.nasdaq.com/symbol/hql,
THW,Tekla World Healthcare Fund,13.57,$409.22M,2015.0,,,https://old.nasdaq.com/symbol/thw,
TDOC,"Teladoc Health, Inc.",78.15,$5.66B,2015.0,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/tdoc,
TEO,Telecom Argentina Stet - France Telecom S.A.,8.86,$3.82B,,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/teo,
TDY,Teledyne Technologies Incorporated,345.67,$12.61B,,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/tdy,
TFX,Teleflex Incorporated,344.68,$15.96B,,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/tfx,
VIV,Telefonica Brasil S.A.,13.31,$22.48B,,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/viv,
TEF,Telefonica SA,7.44,$38.63B,1988.0,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tef,
TDA,"Telephone and Data Systems, Inc.",25.11,,,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tda,
TDE,"Telephone and Data Systems, Inc.",25.2051,,,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tde,
TDI,"Telephone and Data Systems, Inc.",27.58,,,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tdi,
TDJ,"Telephone and Data Systems, Inc.",25.52,,,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tdj,
TDS,"Telephone and Data Systems, Inc.",23.36,$2.68B,,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tds,
TU,TELUS Corporation,38.01,$22.88B,,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tu,
TDF,"Templeton Dragon Fund, Inc.",18.85,$637.23M,,,,https://old.nasdaq.com/symbol/tdf,
EMF,Templeton Emerging Markets Fund,15.52,$259.26M,1987.0,,,https://old.nasdaq.com/symbol/emf,
TEI,"Templeton Emerging Markets Income Fund, Inc.",8.92,$428.15M,1993.0,,,https://old.nasdaq.com/symbol/tei,
GIM,"Templeton Global Income Fund, Inc.",5.91,$792.79M,1988.0,,,https://old.nasdaq.com/symbol/gim,
TPX,"Tempur Sealy International, Inc.",86.49,$4.74B,2003.0,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/tpx,
TS,Tenaris S.A.,21.51,$12.7B,,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/ts,
TME,Tencent Music Entertainment Group,12.25,$20B,2018.0,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/tme,
THC,Tenet Healthcare Corporation,30.8,$3.19B,,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/thc,
TNC,Tennant Company,74.25,$1.36B,,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/tnc,
TEN,Tenneco Inc.,12.35,$999.37M,,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/ten,
TVC,Tennessee Valley Authority,25.874000000000002,,,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/tvc,
TVE,Tennessee Valley Authority,25.44,,,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/tve,
TDC,Teradata Corporation,26.37,$2.95B,,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/tdc,
TEX,Terex Corporation,28.46,$2.03B,,Capital Goods,Construction/Ag Equipment/Trucks,https://old.nasdaq.com/symbol/tex,
TX,Ternium S.A.,20.1,$3.95B,,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/tx,
TRNO,Terreno Realty Corporation,56.36,$3.78B,2010.0,Finance,Real Estate,https://old.nasdaq.com/symbol/trno,
TTI,"Tetra Technologies, Inc.",1.23,$154.47M,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/tti,
TEVA,Teva Pharmaceutical Industries Limited,10.34,$11.29B,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/teva,
TPL,Texas Pacific Land Trust,665.05,$5.16B,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/tpl,
TGH,Textainer Group Holdings Limited,8.85,$503.06M,2007.0,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/tgh,
TXT,Textron Inc.,46.53,$10.62B,,Capital Goods,Aerospace,https://old.nasdaq.com/symbol/txt,
AES,The AES Corporation,18.49,$12.28B,,Basic Industries,Electric Utilities: Central,https://old.nasdaq.com/symbol/aes,
BX,The Blackstone Group Inc.,52.36,$62.8B,2007.0,Finance,Investment Managers,https://old.nasdaq.com/symbol/bx,
CEE,"The Central and Eastern Europe Fund, Inc.",27.81,$190.29M,,,,https://old.nasdaq.com/symbol/cee,
SCHW,The Charles Schwab Corporation,44.18,$56.65B,,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/schw,
COO,"The Cooper Companies, Inc. ",305.69,$15.15B,,Health Care,Ophthalmic Goods,https://old.nasdaq.com/symbol/coo,
GDV,The Gabelli Dividend & Income Trust,20.79,$1.71B,2003.0,,,https://old.nasdaq.com/symbol/gdv,
GRX,The Gabelli Healthcare & Wellness Trust,10.95,$203.05M,,,,https://old.nasdaq.com/symbol/grx,
GDL,The GDL Fund,9.23,$149.2M,2007.0,,,https://old.nasdaq.com/symbol/gdl,
THG,"The Hanover Insurance Group, Inc.",134.12,$5.28B,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/thg,
TRV,"The Travelers Companies, Inc.",134.29,$34.66B,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/trv,
TMO,Thermo Fisher Scientific Inc,300.99,$120.69B,,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/tmo,
THR,"Thermon Group Holdings, Inc.",25.83,$845.96M,2011.0,Energy,Industrial Machinery/Components,https://old.nasdaq.com/symbol/thr,
TPRE,Third Point Reinsurance Ltd.,9.41,$886.62M,2013.0,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/tpre,
TRI,Thomson Reuters Corp,71.05,$35.52B,,Consumer Services,Publishing,https://old.nasdaq.com/symbol/tri,
THO,"Thor Industries, Inc.",64.35,$3.55B,,Consumer Non-Durables,Homebuilding,https://old.nasdaq.com/symbol/tho,
TDW,Tidewater Inc.,13.74,$539.03M,2017.0,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/tdw,
TIF,Tiffany & Co.,124.58,$15.05B,1987.0,Consumer Services,Consumer Specialties,https://old.nasdaq.com/symbol/tif,
TLYS,"Tilly&#39;s, Inc.",9.8,$289.85M,2012.0,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/tlys,
TKR,Timken Company (The),52.56,$3.96B,,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/tkr,
TMST,TimkenSteel Corporation,5.49,$246.06M,2014.0,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/tmst,
TWI,"Titan International, Inc.",3.0,$180.5M,,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/twi,
TJX,"TJX Companies, Inc. (The)",59.55,$71.99B,,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/tjx,
TOL,"Toll Brothers, Inc.",40.52,$5.69B,,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/tol,
TR,"Tootsie Roll Industries, Inc.",34.56,$1.37B,,Consumer Non-Durables,Specialty Foods,https://old.nasdaq.com/symbol/tr,
BLD,TopBuild Corp.,108.92,$3.7B,2015.0,Basic Industries,Engineering & Construction,https://old.nasdaq.com/symbol/bld,
TTC,Toro Company (The),77.57,$8.27B,,Capital Goods,Tools/Hardware,https://old.nasdaq.com/symbol/ttc,
TD,Toronto Dominion Bank (The),58.07,$105.68B,,Finance,Commercial Banks,https://old.nasdaq.com/symbol/td,
NDP,"Tortoise Energy Independence Fund, Inc.",3.8,$56.12M,2012.0,,,https://old.nasdaq.com/symbol/ndp,
TYG,Tortoise Energy Infrastructure Corporation,17.84,$958.54M,2004.0,,,https://old.nasdaq.com/symbol/tyg,
TEAF,Tortoise Essential Assets Income Term Fund,17.03,$229.75M,2019.0,,,https://old.nasdaq.com/symbol/teaf,
NTG,"Tortoise Midstream Energy Fund, Inc.",10.39,$656.75M,2010.0,,,https://old.nasdaq.com/symbol/ntg,
TTP,"Tortoise Pipeline & Energy Fund, Inc.",11.93,$119.54M,2011.0,,,https://old.nasdaq.com/symbol/ttp,
TPZ,"Tortoise Power and Energy Infrastructure Fund, Inc",16.22,$112.73M,2009.0,,,https://old.nasdaq.com/symbol/tpz,
TOT,Total S.A.,54.37,$141.16B,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/tot,
TSQ,"Townsquare Media, Inc.",8.0,$151.69M,2014.0,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/tsq,
TM,Toyota Motor Corp Ltd Ord,143.6,$203.64B,,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/tm,
TRTX,"TPG RE Finance Trust, Inc.",20.09,$1.49B,2017.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/trtx,
TSLX,"TPG Specialty Lending, Inc.",21.57,$1.43B,2014.0,,,https://old.nasdaq.com/symbol/tslx,
TAC,TransAlta Corporation,6.67,$1.88B,,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/tac,
TCI,"Transcontinental Realty Investors, Inc.",31.95,$278.53M,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/tci,
TDG,Transdigm Group Incorporated,567.68,$30.3B,2006.0,Capital Goods,Military/Government/Technical,https://old.nasdaq.com/symbol/tdg,
RIG,Transocean Ltd.,4.82,$2.95B,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/rig,
TGS,Transportadora De Gas Sa Ord B,5.83,$902.59M,,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/tgs,
TRU,TransUnion,86.0,$16.19B,2015.0,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/tru,
TREC,Trecora Resources,8.0,$197.72M,,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/trec,
TG,Tredegar Corporation,21.53,$718.09M,,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/tg,
THS,"Treehouse Foods, Inc.",49.45,$2.78B,,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/ths,
TREX,"Trex Company, Inc.",86.86,$5.07B,,Basic Industries,Forest Products,https://old.nasdaq.com/symbol/trex,
TY,Tri Continental Corporation,28.17,$1.5B,,,,https://old.nasdaq.com/symbol/ty,
TPH,"TRI Pointe Group, Inc.",15.32,$2.13B,2013.0,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/tph,
TRNE,Trine Acquisition Corp.,9.9,$371.44M,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/trne,
TNET,"TriNet Group, Inc.",54.33,$3.79B,2014.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/tnet,
TRN,"Trinity Industries, Inc.",21.01,$2.58B,,Capital Goods,Railroads,https://old.nasdaq.com/symbol/trn,
TSE,Trinseo S.A.,41.74,$1.64B,2014.0,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/tse,
TPVG,TriplePoint Venture Growth BDC Corp.,14.89,$370.68M,2014.0,,,https://old.nasdaq.com/symbol/tpvg,
TPVY,TriplePoint Venture Growth BDC Corp.,25.7,,2017.0,,,https://old.nasdaq.com/symbol/tpvy,
GTS,Triple-S Management Corporation,19.29,$469.38M,2007.0,Finance,Accident &Health Insurance,https://old.nasdaq.com/symbol/gts,
TRTN,Triton International Limited,37.63,$2.72B,2016.0,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/trtn,
TGI,"Triumph Group, Inc.",28.62,$1.43B,1996.0,Capital Goods,Aerospace,https://old.nasdaq.com/symbol/tgi,
TROX,Tronox Holdings plc,11.3,$1.6B,,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/trox,
TBI,"TrueBlue, Inc.",22.65,$882.34M,,Technology,Professional Services,https://old.nasdaq.com/symbol/tbi,
TNP,Tsakos Energy Navigation Ltd,3.37,$301.99M,2002.0,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/tnp,
TUFN,Tufin Software Technologies Ltd.,17.33,$589.91M,2019.0,Technology,EDP Services,https://old.nasdaq.com/symbol/tufn,
TUP,Tupperware Brands Corporation,8.05,$392.78M,,Consumer Non-Durables,Plastic Products,https://old.nasdaq.com/symbol/tup,
TKC,Turkcell Iletisim Hizmetleri AS,5.86,$5.14B,,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tkc,
TPB,"Turning Point Brands, Inc.",27.51,$540.9M,2016.0,Consumer Non-Durables,Tobacco,https://old.nasdaq.com/symbol/tpb,
TRQ,Turquoise Hill Resources Ltd.,0.4498,$905.14M,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/trq,
TPC,Tutor Perini Corporation,16.32,$820.55M,,Basic Industries,General Bldg Contractors - Nonresidential Bldgs,https://old.nasdaq.com/symbol/tpc,
TWLO,Twilio Inc.,101.66,$13.95B,2016.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/twlo,
TWTR,"Twitter, Inc.",29.49,$22.89B,2013.0,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/twtr,
TWO,Two Harbors Investments Corp,14.45,$3.94B,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/two,
TYL,"Tyler Technologies, Inc.",285.0,$11.11B,,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/tyl,
TSN,"Tyson Foods, Inc.",89.98,$32.81B,,Consumer Non-Durables,Meat/Poultry/Fish,https://old.nasdaq.com/symbol/tsn,
USB,U.S. Bancorp,59.56,$93.86B,,Finance,Major Banks,https://old.nasdaq.com/symbol/usb,
USPH,"U.S. Physical Therapy, Inc.",113.71,$1.45B,1992.0,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/usph,
SLCA,"U.S. Silica Holdings, Inc.",4.65,$342.09M,2012.0,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/slca,
