CIK,Company_Names,Form_Type,Date_Filed,Filename,year,quarter
1652044,Alphabet Inc.,SC 13G,2016-02-10,"edgar/data/1652044/0000932471-16-011172.txt
",2016,QTR1
1652044,Alphabet Inc.,SC 13G,2016-02-10,"edgar/data/1652044/0000932471-16-011177.txt
",2016,QTR1
1652044,Alphabet Inc.,SC 13G,2016-02-12,"edgar/data/1652044/0000315066-16-004878.txt
",2016,QTR1
1652044,Alphabet Inc.,SC 13G,2016-02-12,"edgar/data/1652044/0001193125-16-460514.txt
",2016,QTR1
1652044,Alphabet Inc.,10-Q,2016-05-03,"edgar/data/1652044/0001652044-16-000021.txt
",2016,QTR2
1652044,Alphabet Inc.,3,2016-06-29,"edgar/data/1652044/0001127602-16-056467.txt
",2016,QTR2
1652044,Alphabet Inc.,4/A,2016-05-04,"edgar/data/1652044/0001127602-16-051163.txt
",2016,QTR2
1652044,Alphabet Inc.,424B3,2016-04-07,"edgar/data/1652044/0001193125-16-533744.txt
",2016,QTR2
1652044,Alphabet Inc.,425,2016-04-12,"edgar/data/1652044/0001193125-16-537994.txt
",2016,QTR2
1652044,Alphabet Inc.,425,2016-04-12,"edgar/data/1652044/0001193125-16-537999.txt
",2016,QTR2
1652044,Alphabet Inc.,425,2016-04-26,"edgar/data/1652044/0001193125-16-555229.txt
",2016,QTR2
1652044,Alphabet Inc.,425,2016-04-27,"edgar/data/1652044/0001193125-16-559673.txt
",2016,QTR2
1652044,Alphabet Inc.,4,2016-04-01,"edgar/data/1652044/0001127602-16-048191.txt
",2016,QTR2
1652044,Alphabet Inc.,4,2016-04-05,"edgar/data/1652044/0001127602-16-048913.txt
",2016,QTR2
1652044,Alphabet Inc.,4,2016-04-06,"edgar/data/1652044/0001127602-16-048923.txt
",2016,QTR2
1652044,Alphabet Inc.,4,2016-04-06,"edgar/data/1652044/0001127602-16-048945.txt
",2016,QTR2
1652044,Alphabet Inc.,4,2016-04-12,"edgar/data/1652044/0001127602-16-049160.txt
",2016,QTR2
1652044,Alphabet Inc.,4,2016-04-20,"edgar/data/1652044/0001127602-16-049612.txt
",2016,QTR2
1652044,Alphabet Inc.,4,2016-04-26,"edgar/data/1652044/0001127602-16-049913.txt
",2016,QTR2
1652044,Alphabet Inc.,4,2016-04-27,"edgar/data/1652044/0001127602-16-049980.txt
",2016,QTR2
1652044,Alphabet Inc.,4,2016-04-27,"edgar/data/1652044/0001127602-16-049984.txt
",2016,QTR2
1652044,Alphabet Inc.,4,2016-04-27,"edgar/data/1652044/0001127602-16-049986.txt
",2016,QTR2
1652044,Alphabet Inc.,4,2016-04-27,"edgar/data/1652044/0001127602-16-049988.txt
",2016,QTR2
1652044,Alphabet Inc.,4,2016-04-28,"edgar/data/1652044/0001127602-16-050134.txt
",2016,QTR2
1652044,Alphabet Inc.,4,2016-04-28,"edgar/data/1652044/0001127602-16-050147.txt
",2016,QTR2
